TCS,PHASE,LAST_UPDATED,PHASE_STATUS,PHASE_PED_STATUS,PHASE_HOLD,PHASE_CALL,PHASE_OMIT,PHASE_PED_CALL,PHASE_PED_OMIT,PHASE_STATUS_TEXT,PHASE_PED_STATUS_TEXT,PHASE_CALL_TEXT
237,2,2024-06-20T21:34:51Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
237,2,2024-06-20T21:34:51Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
237,5,2024-06-20T21:34:51Z,2,,,2,,,,Begin Green,,Dropped
262,2,2024-06-20T21:34:51Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
262,2,2024-06-20T21:34:51Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
262,2,2024-06-20T21:34:51Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
262,2,2024-06-20T21:34:51Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
262,6,2024-06-20T21:34:51Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
262,6,2024-06-20T21:34:51Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
262,6,2024-06-20T21:34:51Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
262,6,2024-06-20T21:34:51Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
432,3,2024-06-20T21:34:51Z,9,,,2,,,,Begin Yellow Clearance,,Dropped
535,2,2024-06-20T21:34:51Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
535,2,2024-06-20T21:34:51Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
535,2,2024-06-20T21:34:51Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
535,2,2024-06-20T21:34:51Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
535,6,2024-06-20T21:34:51Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
535,6,2024-06-20T21:34:51Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
535,6,2024-06-20T21:34:51Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
535,6,2024-06-20T21:34:51Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
780,1,2024-06-20T21:34:51Z,2,,,1,,,,Begin Green,,Registered
583,4,2024-06-20T21:46:34Z,10,2,,2,,,,End Yellow Clearance,Begin Clearance,Dropped
583,8,2024-06-20T21:46:34Z,10,2,,2,,,,End Yellow Clearance,Begin Clearance,Dropped
772,6,2024-06-20T21:46:34Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
714,5,2024-06-20T21:46:34Z,9,,,2,,,,Begin Yellow Clearance,,Dropped
877,4,2024-06-20T21:46:34Z,10,2,,1,,,,End Yellow Clearance,Begin Clearance,Registered
877,8,2024-06-20T21:46:34Z,10,2,,1,,,,End Yellow Clearance,Begin Clearance,Registered
569,1,2024-06-20T21:46:34Z,8,,,2,,,,Green Termination,,Dropped
569,1,2024-06-20T21:46:34Z,9,,,2,,,,Begin Yellow Clearance,,Dropped
569,1,2024-06-20T21:46:34Z,9,,,1,,,,Begin Yellow Clearance,,Registered
484,2,2024-06-20T21:46:34Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
484,6,2024-06-20T21:46:34Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
484,8,2024-06-20T21:46:34Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
360,5,2024-06-20T21:46:34Z,10,,,2,,,,End Yellow Clearance,,Dropped
984,2,2024-06-20T21:46:34Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
984,6,2024-06-20T21:46:34Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
41,7,2024-06-20T21:46:34Z,10,,,2,,,,End Yellow Clearance,,Dropped
195,1,2024-06-20T21:46:34Z,10,,,2,,,,End Yellow Clearance,,Dropped
249,2,2024-06-20T21:46:34Z,2,2,,2,,,,Begin Green,Begin Clearance,Dropped
249,4,2024-06-20T21:46:34Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
249,6,2024-06-20T21:46:34Z,2,2,,2,,,,Begin Green,Begin Clearance,Dropped
249,8,2024-06-20T21:46:34Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
779,1,2024-06-20T21:46:34Z,10,,,1,,,,End Yellow Clearance,,Registered
462,5,2024-06-20T21:46:34Z,8,,,1,,,,Green Termination,,Registered
462,5,2024-06-20T21:46:34Z,9,,,1,,,,Begin Yellow Clearance,,Registered
719,7,2024-06-20T21:46:34Z,10,,,2,,,,End Yellow Clearance,,Dropped
938,5,2024-06-20T21:46:34Z,10,,,1,,,,End Yellow Clearance,,Registered
276,4,2024-06-20T21:46:34Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
276,8,2024-06-20T21:46:34Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
277,4,2024-06-20T21:46:34Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
277,4,2024-06-20T21:46:34Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
277,8,2024-06-20T21:46:34Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
174,6,2024-06-20T21:59:08Z,8,1,,2,,,,Green Termination,Begin Walk,Dropped
174,6,2024-06-20T21:59:08Z,9,1,,2,,,,Begin Yellow Clearance,Begin Walk,Dropped
174,6,2024-06-20T21:59:08Z,9,3,,2,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Dropped
174,6,2024-06-20T21:59:08Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
260,2,2024-06-20T21:59:08Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
260,4,2024-06-20T21:59:08Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
260,6,2024-06-20T21:59:08Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
260,8,2024-06-20T21:59:08Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
19,4,2024-06-20T21:59:08Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
19,8,2024-06-20T21:59:08Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
306,2,2024-06-20T21:59:08Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
306,6,2024-06-20T21:59:08Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
546,2,2024-06-20T21:59:08Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
546,2,2024-06-20T21:59:08Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
546,2,2024-06-20T21:59:08Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
546,2,2024-06-20T21:59:08Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
546,6,2024-06-20T21:59:08Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
546,6,2024-06-20T21:59:08Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
546,6,2024-06-20T21:59:08Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
546,6,2024-06-20T21:59:08Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
478,2,2024-06-20T21:59:08Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
478,6,2024-06-20T21:59:08Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
860,4,2024-06-20T21:59:08Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
860,8,2024-06-20T21:59:08Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
304,4,2024-06-20T21:59:08Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
304,8,2024-06-20T21:59:08Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
608,2,2024-06-20T21:59:08Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
608,2,2024-06-20T21:59:08Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
608,2,2024-06-20T21:59:08Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
608,2,2024-06-20T21:59:08Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
608,6,2024-06-20T21:59:08Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
608,6,2024-06-20T21:59:08Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
608,6,2024-06-20T21:59:08Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
608,6,2024-06-20T21:59:08Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
845,2,2024-06-20T21:59:08Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
845,6,2024-06-20T21:59:08Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
186,2,2024-06-20T21:59:08Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
186,4,2024-06-20T21:59:08Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
186,6,2024-06-20T21:59:08Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
186,8,2024-06-20T21:59:08Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
187,4,2024-06-20T21:59:08Z,2,2,,2,,,,Begin Green,Begin Clearance,Dropped
187,8,2024-06-20T21:59:08Z,2,2,,2,,,,Begin Green,Begin Clearance,Dropped
327,4,2024-06-20T21:59:08Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
327,4,2024-06-20T21:59:08Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
280,5,2024-06-20T21:59:08Z,2,,,1,,,,Begin Green,,Registered
490,1,2024-06-20T21:59:08Z,10,,,1,,,,End Yellow Clearance,,Registered
43,8,2024-06-20T21:59:08Z,2,2,,2,,,,Begin Green,Begin Clearance,Dropped
185,2,2024-06-20T21:59:08Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
185,6,2024-06-20T21:59:08Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
912,1,2024-06-20T21:59:08Z,8,,,1,,,,Green Termination,,Registered
912,1,2024-06-20T21:59:08Z,9,,,1,,,,Begin Yellow Clearance,,Registered
912,5,2024-06-20T21:59:08Z,8,,,2,,,,Green Termination,,Dropped
912,5,2024-06-20T21:59:08Z,9,,,2,,,,Begin Yellow Clearance,,Dropped
329,4,2024-06-20T21:59:08Z,2,1,,1,,,,Begin Green,Begin Walk,Registered
329,4,2024-06-20T21:59:08Z,2,1,,2,,,,Begin Green,Begin Walk,Dropped
329,8,2024-06-20T21:59:08Z,2,1,,1,,,,Begin Green,Begin Walk,Registered
329,8,2024-06-20T21:59:08Z,2,1,,2,,,,Begin Green,Begin Walk,Dropped
294,7,2024-06-20T21:59:08Z,10,,,2,,,,End Yellow Clearance,,Dropped
342,2,2024-06-20T21:59:08Z,8,2,,2,,,,Green Termination,Begin Clearance,Dropped
342,2,2024-06-20T21:59:08Z,9,2,,2,,,,Begin Yellow Clearance,Begin Clearance,Dropped
342,2,2024-06-20T21:59:08Z,9,3,,2,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Dropped
342,6,2024-06-20T21:59:08Z,8,2,,2,,,,Green Termination,Begin Clearance,Dropped
342,6,2024-06-20T21:59:08Z,9,2,,2,,,,Begin Yellow Clearance,Begin Clearance,Dropped
342,6,2024-06-20T21:59:08Z,9,3,,2,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Dropped
342,6,2024-06-20T21:59:08Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
347,4,2024-06-20T21:59:08Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
347,4,2024-06-20T21:59:08Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
347,4,2024-06-20T21:59:08Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
347,5,2024-06-20T21:59:08Z,2,,,2,,,,Begin Green,,Dropped
347,8,2024-06-20T21:59:08Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
347,8,2024-06-20T21:59:08Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
347,8,2024-06-20T21:59:08Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
832,4,2024-06-20T21:59:08Z,10,3,,1,,,,End Yellow Clearance,Begin Solid Dont Walk,Registered
832,8,2024-06-20T21:59:08Z,10,3,,1,,,,End Yellow Clearance,Begin Solid Dont Walk,Registered
575,4,2024-06-20T21:59:08Z,2,3,,1,,,,Begin Green,Begin Solid Dont Walk,Registered
575,4,2024-06-20T21:59:08Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
575,8,2024-06-20T21:59:08Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
551,4,2024-06-20T21:59:08Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
551,8,2024-06-20T21:59:08Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
50,4,2024-06-20T21:59:08Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
50,8,2024-06-20T21:59:08Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
54,2,2024-06-20T21:59:08Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
54,6,2024-06-20T21:59:08Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
133,4,2024-06-20T21:59:08Z,2,2,,2,,,,Begin Green,Begin Clearance,Dropped
758,4,2024-06-20T22:07:47Z,10,,,1,,,,End Yellow Clearance,,Registered
758,8,2024-06-20T22:07:47Z,10,,,1,,,,End Yellow Clearance,,Registered
472,7,2024-06-20T22:07:47Z,9,,,1,,,,Begin Yellow Clearance,,Registered
274,1,2024-06-20T22:07:47Z,10,,,1,,,,End Yellow Clearance,,Registered
431,5,2024-06-20T22:07:47Z,10,,,2,,,,End Yellow Clearance,,Dropped
497,4,2024-06-20T22:07:47Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
497,8,2024-06-20T22:07:47Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
382,5,2024-06-20T22:07:47Z,2,,,2,,,,Begin Green,,Dropped
470,4,2024-06-20T22:07:47Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
470,8,2024-06-20T22:07:47Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
681,4,2024-06-20T22:07:47Z,2,,,1,,,,Begin Green,,Registered
681,7,2024-06-20T22:07:47Z,2,,,1,,,,Begin Green,,Registered
737,2,2024-06-20T22:07:47Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
737,6,2024-06-20T22:07:47Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
850,4,2024-06-20T22:07:47Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
850,8,2024-06-20T22:07:47Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
900,4,2024-06-20T22:07:47Z,8,3,,2,,,,Green Termination,Begin Solid Dont Walk,Dropped
900,4,2024-06-20T22:07:47Z,9,3,,2,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Dropped
900,4,2024-06-20T22:07:47Z,9,3,,2,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Dropped
900,4,2024-06-20T22:07:47Z,9,3,,2,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Dropped
900,8,2024-06-20T22:07:47Z,8,3,,2,,,,Green Termination,Begin Solid Dont Walk,Dropped
900,8,2024-06-20T22:07:47Z,9,3,,2,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Dropped
900,8,2024-06-20T22:07:47Z,9,3,,2,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Dropped
900,8,2024-06-20T22:07:47Z,9,3,,2,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Dropped
578,4,2024-06-20T22:07:47Z,9,3,,2,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Dropped
578,8,2024-06-20T22:07:47Z,9,3,,2,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Dropped
593,2,2024-06-20T22:07:47Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
593,2,2024-06-20T22:07:47Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
593,2,2024-06-20T22:07:47Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
593,2,2024-06-20T22:07:47Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
593,2,2024-06-20T22:07:47Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
593,6,2024-06-20T22:07:47Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
593,6,2024-06-20T22:07:47Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
593,6,2024-06-20T22:07:47Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
593,6,2024-06-20T22:07:47Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
593,6,2024-06-20T22:07:47Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
399,1,2024-06-20T22:07:47Z,10,,,2,,,,End Yellow Clearance,,Dropped
815,4,2024-06-20T22:07:47Z,9,3,,2,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Dropped
815,8,2024-06-20T22:07:47Z,9,3,,2,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Dropped
137,4,2024-06-20T22:07:47Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
137,7,2024-06-20T22:07:47Z,2,,,2,,,,Begin Green,,Dropped
137,7,2024-06-20T22:07:47Z,2,,,2,,,,Begin Green,,Dropped
137,10,2024-06-20T22:07:47Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
258,2,2024-06-20T22:07:47Z,2,1,,2,,,,Begin Green,Begin Walk,Dropped
258,6,2024-06-20T22:07:47Z,2,1,,2,,,,Begin Green,Begin Walk,Dropped
973,4,2024-06-20T22:07:47Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
973,8,2024-06-20T22:07:47Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
627,1,2024-06-20T22:07:47Z,10,,,2,,,,End Yellow Clearance,,Dropped
911,1,2024-06-20T22:07:47Z,2,,,1,,,,Begin Green,,Registered
570,5,2024-06-20T22:07:47Z,9,,,1,,,,Begin Yellow Clearance,,Registered
237,4,2024-06-20T22:07:47Z,10,2,,2,,,,End Yellow Clearance,Begin Clearance,Dropped
237,8,2024-06-20T22:07:47Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
432,3,2024-06-20T22:07:47Z,9,,,2,,,,Begin Yellow Clearance,,Dropped
633,2,2024-06-20T22:07:47Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
633,2,2024-06-20T22:07:47Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
633,6,2024-06-20T22:07:47Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
633,6,2024-06-20T22:07:47Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
717,8,2024-06-20T22:07:47Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
717,8,2024-06-20T22:07:47Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
964,4,2024-06-20T22:09:17Z,2,3,,2,,,,Begin Green,Begin Solid Dont Walk,Dropped
964,8,2024-06-20T22:09:17Z,2,3,,2,,,,Begin Green,Begin Solid Dont Walk,Dropped
757,7,2024-06-20T22:09:17Z,10,,,1,,,,End Yellow Clearance,,Registered
331,2,2024-06-20T22:09:17Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
331,6,2024-06-20T22:09:17Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
195,1,2024-06-20T22:09:17Z,10,,,2,,,,End Yellow Clearance,,Dropped
601,4,2024-06-20T22:09:17Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
601,4,2024-06-20T22:09:17Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
601,4,2024-06-20T22:09:17Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
601,8,2024-06-20T22:09:17Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
601,8,2024-06-20T22:09:17Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
601,8,2024-06-20T22:09:17Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
192,4,2024-06-20T22:09:17Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
192,4,2024-06-20T22:09:17Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
192,8,2024-06-20T22:09:17Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
192,8,2024-06-20T22:09:17Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
530,7,2024-06-20T22:09:17Z,8,,,1,,,,Green Termination,,Registered
530,7,2024-06-20T22:09:17Z,9,,,1,,,,Begin Yellow Clearance,,Registered
530,7,2024-06-20T22:09:17Z,9,,,1,,,,Begin Yellow Clearance,,Registered
134,5,2024-06-20T22:09:17Z,2,,,2,,,,Begin Green,,Dropped
487,1,2024-06-20T22:09:17Z,2,,,1,,,,Begin Green,,Registered
462,2,2024-06-20T22:09:17Z,8,2,,3,,,,Green Termination,Begin Clearance,Ped Registered
462,2,2024-06-20T22:09:17Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
462,2,2024-06-20T22:09:17Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
462,6,2024-06-20T22:09:17Z,8,2,,3,,,,Green Termination,Begin Clearance,Ped Registered
462,6,2024-06-20T22:09:17Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
462,6,2024-06-20T22:09:17Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
462,9,2024-06-20T22:09:17Z,8,2,,,,,,Green Termination,Begin Clearance,
462,9,2024-06-20T22:09:17Z,9,2,,,,,,Begin Yellow Clearance,Begin Clearance,
462,9,2024-06-20T22:09:17Z,9,3,,,,,,Begin Yellow Clearance,Begin Solid Dont Walk,
541,6,2024-06-20T22:16:48Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
541,6,2024-06-20T22:16:48Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
541,6,2024-06-20T22:16:48Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
541,6,2024-06-20T22:16:48Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
841,4,2024-06-20T22:16:48Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
498,4,2024-06-20T22:16:48Z,10,2,,1,,,,End Yellow Clearance,Begin Clearance,Registered
498,8,2024-06-20T22:16:48Z,10,2,,1,,,,End Yellow Clearance,Begin Clearance,Registered
903,4,2024-06-20T22:16:48Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
903,8,2024-06-20T22:16:48Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
273,8,2024-06-20T22:16:48Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
273,8,2024-06-20T22:16:48Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
623,4,2024-06-20T22:16:48Z,8,2,,2,,,,Green Termination,Begin Clearance,Dropped
623,4,2024-06-20T22:16:48Z,9,2,,2,,,,Begin Yellow Clearance,Begin Clearance,Dropped
623,4,2024-06-20T22:16:48Z,9,2,,1,,,,Begin Yellow Clearance,Begin Clearance,Registered
623,8,2024-06-20T22:16:48Z,8,2,,2,,,,Green Termination,Begin Clearance,Dropped
623,8,2024-06-20T22:16:48Z,9,2,,2,,,,Begin Yellow Clearance,Begin Clearance,Dropped
623,8,2024-06-20T22:16:48Z,9,2,,1,,,,Begin Yellow Clearance,Begin Clearance,Registered
401,7,2024-06-20T22:16:48Z,10,,,2,,,,End Yellow Clearance,,Dropped
403,3,2024-06-20T22:16:48Z,2,,,2,,,,Begin Green,,Dropped
432,3,2024-06-20T22:16:48Z,8,,,2,,,,Green Termination,,Dropped
432,3,2024-06-20T22:16:48Z,9,,,2,,,,Begin Yellow Clearance,,Dropped
432,3,2024-06-20T22:16:48Z,9,,,1,,,,Begin Yellow Clearance,,Registered
747,7,2024-06-20T22:18:33Z,8,1,,2,,,,Green Termination,Begin Walk,Dropped
747,7,2024-06-20T22:18:33Z,9,1,,2,,,,Begin Yellow Clearance,Begin Walk,Dropped
941,4,2024-06-20T22:18:33Z,2,2,,2,,,,Begin Green,Begin Clearance,Dropped
941,8,2024-06-20T22:18:33Z,2,2,,2,,,,Begin Green,Begin Clearance,Dropped
100,3,2024-06-20T22:18:33Z,10,,,1,,,,End Yellow Clearance,,Registered
100,5,2024-06-20T22:18:33Z,2,,,1,,,,Begin Green,,Registered
790,4,2024-06-20T22:18:33Z,10,1,,1,,,,End Yellow Clearance,Begin Walk,Registered
790,8,2024-06-20T22:18:33Z,10,2,,1,,,,End Yellow Clearance,Begin Clearance,Registered
953,5,2024-06-20T22:18:33Z,9,,,1,,,,Begin Yellow Clearance,,Registered
685,2,2024-06-20T22:18:33Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
685,6,2024-06-20T22:18:33Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
178,2,2024-06-20T22:18:33Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
178,4,2024-06-20T22:18:33Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
178,6,2024-06-20T22:18:33Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
178,8,2024-06-20T22:18:33Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
891,2,2024-06-20T22:18:33Z,10,3,,2,,,,End Yellow Clearance,Begin Solid Dont Walk,Dropped
891,6,2024-06-20T22:18:33Z,10,3,,2,,,,End Yellow Clearance,Begin Solid Dont Walk,Dropped
878,7,2024-06-20T22:18:33Z,9,2,,2,,,,Begin Yellow Clearance,Begin Clearance,Dropped
56,2,2024-06-20T22:18:33Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
56,2,2024-06-20T22:18:33Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
